ApplicationID,SessionID,PlaceID,ApplicationName
A8D099F6-276E-408F-A090-8CE03C535D17,846BEB3E-8C14-4084-A7B8-22A9BCAA95DA,DB35562D-480A-4210-A33A-08D269C10624,Dotyk.Application.Paint
05106AB9-4BD9-483A-BE24-08800825EF10,660F5565-29FB-4D5E-8E0C-E6944F18535C,A50A7374-9562-47F8-B62B-14204F835205,Dotyk.Application.JigsawPuzzle
7F953A5F-833E-4F5B-9550-68B1D2E96694,45EDE42F-D2F7-4974-B019-85F379D79D95,9957F6CD-8F24-4A8A-9EE1-AE76F4195456,Dotyk.Application.Wallpapers
2B191A39-2580-485A-869F-8BAC7B31518A,E4758BCB-412E-4B22-8108-2B4D795EF80C,0927920A-CB3A-4097-9F6F-46F90B5BA645,Dotyk.Application.Paint
A0E949C5-8F66-46CA-8BF2-A8AC0FCA95C9,A2458572-BFAB-497F-B285-3C2455D4900B,18056177-1F68-4C3F-89A1-092F4F2BF71D,Dotyk.Application.Restaurant
FE180649-97C9-4840-A1AC-B5B5BC83370D,F3BAD477-0A4F-4379-8110-390BAE7ADD75,216C438A-4BF8-409D-9B1A-656B3F3D0001,Dotyk.Application.Paint
64E900C5-4A4F-41C8-985B-D6F519149288,660F5565-29FB-4D5E-8E0C-E6944F18535C,A50A7374-9562-47F8-B62B-14204F835205,Dotyk.Application.AirHockey
314FB141-C4AA-4833-BE4C-CA70EFDF4719,660F5565-29FB-4D5E-8E0C-E6944F18535C,A50A7374-9562-47F8-B62B-14204F835205,Dotyk.Application.JigsawPuzzle
95478994-2F80-4075-A6AA-D381D1225D44,03BC3CAD-56CF-474C-B956-136EE77E3902,493EC884-431F-4A31-8BC0-D16D9B826B77,Dotyk.Application.Restaurant
C20F284E-07F1-44B4-A00A-CE5560CDBECC,9B517A22-711C-41CC-83BD-A5E5109A21FB,C09F1EBA-1F69-465D-A906-41DEA8BF4A24,Dotyk.Application.Paint
883B54AA-7E8F-4594-8514-B1AC29CF9629,0FA16ACA-E240-43F2-A28F-3E65F21D12CD,F52E660B-07EA-4401-8FCD-EBF0C876055A,Dotyk.Application.Memory
